2024-11-11-17-15-02-834749 Update {"id":7436071453755340202726,"timestamp":1731345302.834749,"source":null,"xpath":"/svg:svg","attrs":{"x":0,"y":0,"width":240,"height":330}}
2024-11-11-17-15-03-166753 RenderEvent {"id":7436071455130808608315,"timestamp":1731345303.154243,"source":7436071453477982717689}
2024-11-11-17-15-03-191831 RenderEvent {"id":7436071455241700536740,"timestamp":1731345303.1800358,"source":7436071453477982717689}
2024-11-11-17-15-03-217411 RenderEvent {"id":7436071455345819150001,"timestamp":1731345303.2047985,"source":7436071453477982717689}
2024-11-11-17-15-03-242764 RenderEvent {"id":7436071455456209381345,"timestamp":1731345303.2302458,"source":7436071453477982717689}
2024-11-11-17-15-03-266739 RenderEvent {"id":7436071455566951469410,"timestamp":1731345303.2553372,"source":7436071453477982717689}
2024-11-11-17-15-03-289893 RenderEvent {"id":7436071455665553440836,"timestamp":1731345303.2787676,"source":7436071453477982717689}
2024-11-11-17-15-03-315222 RenderEvent {"id":7436071455773770009937,"timestamp":1731345303.3030732,"source":7436071453477982717689}
2024-11-11-17-15-03-339753 RenderEvent {"id":7436071455876024409032,"timestamp":1731345303.3278694,"source":7436071453477982717689}
2024-11-11-17-15-03-368904 RenderEvent {"id":7436071455986559755500,"timestamp":1731345303.3532913,"source":7436071453477982717689}
2024-11-11-17-15-03-400249 RenderEvent {"id":7436071456126030024525,"timestamp":1731345303.3852417,"source":7436071453477982717689}
2024-11-11-17-15-03-428518 RenderEvent {"id":7436071456246180805990,"timestamp":1731345303.4134607,"source":7436071453477982717689}
2024-11-11-17-15-03-457801 RenderEvent {"id":7436071456370471595035,"timestamp":1731345303.4426746,"source":7436071453477982717689}
2024-11-11-17-15-03-485097 RenderEvent {"id":7436071456493316411873,"timestamp":1731345303.4710548,"source":7436071453477982717689}
2024-11-11-17-15-03-509984 RenderEvent {"id":7436071456603398856475,"timestamp":1731345303.4979024,"source":7436071453477982717689}
2024-11-11-17-15-03-534420 RenderEvent {"id":7436071456711615588147,"timestamp":1731345303.522911,"source":7436071453477982717689}
2024-11-11-17-15-03-560016 RenderEvent {"id":7436071456814414357315,"timestamp":1731345303.5469189,"source":7436071453477982717689}
2024-11-11-17-15-03-585773 RenderEvent {"id":7436071456930955152855,"timestamp":1731345303.573941,"source":7436071453477982717689}
2024-11-11-17-15-03-611592 RenderEvent {"id":7436071457040369847548,"timestamp":1731345303.598467,"source":7436071453477982717689}
2024-11-11-17-15-03-635276 RenderEvent {"id":7436071457145741401797,"timestamp":1731345303.6237075,"source":7436071453477982717689}
2024-11-11-17-15-03-658468 RenderEvent {"id":7436071457249960135490,"timestamp":1731345303.6478546,"source":7436071453477982717689}
2024-11-11-17-15-03-684018 RenderEvent {"id":7436071457355323890144,"timestamp":1731345303.6724124,"source":7436071453477982717689}
2024-11-11-17-15-03-708333 RenderEvent {"id":7436071457465201896403,"timestamp":1731345303.6975985,"source":7436071453477982717689}
2024-11-11-17-15-03-733798 RenderEvent {"id":7436071457571625963127,"timestamp":1731345303.722065,"source":7436071453477982717689}
2024-11-11-17-15-03-757678 RenderEvent {"id":7436071457668322912914,"timestamp":1731345303.7459817,"source":7436071453477982717689}
2024-11-11-17-15-03-782259 RenderEvent {"id":7436071457773977919050,"timestamp":1731345303.7697237,"source":7436071453477982717689}
2024-11-11-17-15-03-808112 RenderEvent {"id":7436071457879362778162,"timestamp":1731345303.794397,"source":7436071453477982717689}
2024-11-11-17-15-03-834384 RenderEvent {"id":7436071457991689377749,"timestamp":1731345303.8208745,"source":7436071453477982717689}
2024-11-11-17-15-03-861908 RenderEvent {"id":7436071458105764218879,"timestamp":1731345303.8466716,"source":7436071453477982717689}
2024-11-11-17-15-03-888684 RenderEvent {"id":7436071458223089874512,"timestamp":1731345303.8740008,"source":7436071453477982717689}
2024-11-11-17-15-03-914367 RenderEvent {"id":7436071458334491998324,"timestamp":1731345303.9008524,"source":7436071453477982717689}
2024-11-11-17-15-03-944427 RenderEvent {"id":7436071458455306881134,"timestamp":1731345303.9283817,"source":7436071453477982717689}
2024-11-11-17-15-03-970507 RenderEvent {"id":7436071458575628260564,"timestamp":1731345303.9566605,"source":7436071453477982717689}
2024-11-11-17-15-03-998163 RenderEvent {"id":7436071458690394065888,"timestamp":1731345303.9836524,"source":7436071453477982717689}
2024-11-11-17-15-04-028279 RenderEvent {"id":7436071458817506576837,"timestamp":1731345304.0128734,"source":7436071453477982717689}
2024-11-11-17-15-04-058678 RenderEvent {"id":7436071458947448691869,"timestamp":1731345304.042458,"source":7436071453477982717689}
2024-11-11-17-15-04-087310 MouseMotionEvent {"id":7436071459074350633239,"timestamp":1731345304.072594,"source":7436071453477982717689,"position":[237.0,139.0],"relative":[0.0,0.0],"target":["root","system_monitoring","sliders","slider-1","slider-1-incs","slider-2","slider-2-incs","slider-3","slider-3-incs","slider-4","slider-4-incs"],"position_raw":[237.0,139.0],"relative_raw":[0.0,0.0]}
2024-11-11-17-15-04-087310 RenderEvent {"id":7436071459075136630961,"timestamp":1731345304.072594,"source":7436071453477982717689}
2024-11-11-17-15-04-113870 MouseMotionEvent {"id":7436071459196966857170,"timestamp":1731345304.100387,"source":7436071453477982717689,"position":[217.0,100.0],"relative":[-20.0,-39.0],"target":["root","system_monitoring","sliders","slider-1","slider-1-incs","slider-2","slider-2-incs","slider-3","slider-3-incs","slider-4","slider-4-background","slider-4-border","slider-4-incs"],"position_raw":[217.0,100.0],"relative_raw":[-20.0,-39.0]}
2024-11-11-17-15-04-114862 RenderEvent {"id":7436071459197380905643,"timestamp":1731345304.1013968,"source":7436071453477982717689}
2024-11-11-17-15-04-141733 MouseMotionEvent {"id":7436071459310735357718,"timestamp":1731345304.127602,"source":7436071453477982717689,"position":[208.0,81.0],"relative":[-9.0,-19.0],"target":["root","system_monitoring"],"position_raw":[208.0,81.0],"relative_raw":[-9.0,-19.0]}
2024-11-11-17-15-04-141733 RenderEvent {"id":7436071459310874485697,"timestamp":1731345304.127602,"source":7436071453477982717689}
2024-11-11-17-15-04-166674 MouseMotionEvent {"id":7436071459427423540405,"timestamp":1731345304.1546733,"source":7436071453477982717689,"position":[208.0,80.0],"relative":[0.0,-1.0],"target":["root","system_monitoring"],"position_raw":[208.0,80.0],"relative_raw":[0.0,-1.0]}
2024-11-11-17-15-04-166674 RenderEvent {"id":7436071459426301492210,"timestamp":1731345304.1546733,"source":7436071453477982717689}
2024-11-11-17-15-04-193222 RenderEvent {"id":7436071459538491965354,"timestamp":1731345304.1807103,"source":7436071453477982717689}
2024-11-11-17-15-04-217919 RenderEvent {"id":7436071459647918139284,"timestamp":1731345304.2059593,"source":7436071453477982717689}
2024-11-11-17-15-04-242532 RenderEvent {"id":7436071459751964846920,"timestamp":1731345304.230704,"source":7436071453477982717689}
2024-11-11-17-15-04-270507 RenderEvent {"id":7436071459871996624628,"timestamp":1731345304.2583568,"source":7436071453477982717689}
2024-11-11-17-15-04-298153 RenderEvent {"id":7436071459985402147636,"timestamp":1731345304.2844508,"source":7436071453477982717689}
2024-11-11-17-15-04-324204 RenderEvent {"id":7436071460097652577384,"timestamp":1731345304.310126,"source":7436071453477982717689}
2024-11-11-17-15-04-350353 RenderEvent {"id":7436071460209014235485,"timestamp":1731345304.3363233,"source":7436071453477982717689}
2024-11-11-17-15-04-376655 MouseMotionEvent {"id":7436071460319389043468,"timestamp":1731345304.3629217,"source":7436071453477982717689,"position":[187.0,77.0],"relative":[-21.0,-3.0],"target":["root","system_monitoring","guidance_arrow"],"position_raw":[187.0,77.0],"relative_raw":[-21.0,-3.0]}
2024-11-11-17-15-04-376655 RenderEvent {"id":7436071460321610259609,"timestamp":1731345304.3629217,"source":7436071453477982717689}
2024-11-11-17-15-04-402255 MouseMotionEvent {"id":7436071460430812009075,"timestamp":1731345304.3885946,"source":7436071453477982717689,"position":[155.0,68.0],"relative":[-32.0,-9.0],"target":["root","system_monitoring","lights","light-1","light-2","guidance_arrow"],"position_raw":[155.0,68.0],"relative_raw":[-32.0,-9.0]}
2024-11-11-17-15-04-403255 RenderEvent {"id":7436071460433833253616,"timestamp":1731345304.3885946,"source":7436071453477982717689}
2024-11-11-17-15-04-430079 MouseMotionEvent {"id":7436071460554056567305,"timestamp":1731345304.4161434,"source":7436071453477982717689,"position":[128.0,60.0],"relative":[-27.0,-8.0],"target":["root","system_monitoring","lights","light-1","light-2","guidance_arrow"],"position_raw":[128.0,60.0],"relative_raw":[-27.0,-8.0]}
2024-11-11-17-15-04-430961 RenderEvent {"id":7436071460555078631846,"timestamp":1731345304.4171433,"source":7436071453477982717689}
2024-11-11-17-15-04-458954 MouseMotionEvent {"id":7436071460665872125909,"timestamp":1731345304.443936,"source":7436071453477982717689,"position":[120.0,56.0],"relative":[-8.0,-4.0],"target":["root","system_monitoring","lights","light-1","light-2","guidance_arrow"],"position_raw":[120.0,56.0],"relative_raw":[-8.0,-4.0]}
2024-11-11-17-15-04-458954 RenderEvent {"id":7436071460669271847859,"timestamp":1731345304.443936,"source":7436071453477982717689}
2024-11-11-17-15-04-486940 MouseMotionEvent {"id":7436071460796608479938,"timestamp":1731345304.4733958,"source":7436071453477982717689,"position":[118.0,55.0],"relative":[-2.0,-1.0],"target":["root","system_monitoring","lights","light-1","light-2","guidance_arrow"],"position_raw":[118.0,55.0],"relative_raw":[-2.0,-1.0]}
2024-11-11-17-15-04-486940 RenderEvent {"id":7436071460797181329384,"timestamp":1731345304.4733958,"source":7436071453477982717689}
2024-11-11-17-15-04-514113 MouseMotionEvent {"id":7436071460902895839333,"timestamp":1731345304.4981647,"source":7436071453477982717689,"position":[120.0,53.0],"relative":[2.0,-2.0],"target":["root","system_monitoring","lights","light-1","light-2","guidance_arrow"],"position_raw":[120.0,53.0],"relative_raw":[2.0,-2.0]}
2024-11-11-17-15-04-514113 RenderEvent {"id":7436071460907991784684,"timestamp":1731345304.4996696,"source":7436071453477982717689}
2024-11-11-17-15-04-539915 MouseMotionEvent {"id":7436071461026462153053,"timestamp":1731345304.526382,"source":7436071453477982717689,"position":[129.0,48.0],"relative":[9.0,-5.0],"target":["root","system_monitoring","lights","light-1","light-2","guidance_arrow"],"position_raw":[129.0,48.0],"relative_raw":[9.0,-5.0]}
2024-11-11-17-15-04-540418 RenderEvent {"id":7436071461025465178713,"timestamp":1731345304.526382,"source":7436071453477982717689}
2024-11-11-17-15-04-565652 MouseMotionEvent {"id":7436071461138937002435,"timestamp":1731345304.553142,"source":7436071453477982717689,"position":[145.0,41.0],"relative":[16.0,-7.0],"target":["root","system_monitoring","lights","light-1","light-2","guidance_arrow"],"position_raw":[145.0,41.0],"relative_raw":[16.0,-7.0]}
2024-11-11-17-15-04-565652 RenderEvent {"id":7436071461139950371974,"timestamp":1731345304.553142,"source":7436071453477982717689}
2024-11-11-17-15-04-590868 MouseMotionEvent {"id":7436071461241793878465,"timestamp":1731345304.5777354,"source":7436071453477982717689,"position":[154.0,38.0],"relative":[9.0,-3.0],"target":["root","system_monitoring","lights","light-1","light-2","guidance_arrow"],"position_raw":[154.0,38.0],"relative_raw":[9.0,-3.0]}
2024-11-11-17-15-04-590868 RenderEvent {"id":7436071461247536505880,"timestamp":1731345304.578662,"source":7436071453477982717689}
2024-11-11-17-15-04-618187 MouseMotionEvent {"id":7436071461360330806312,"timestamp":1731345304.6046796,"source":7436071453477982717689,"position":[158.0,37.0],"relative":[4.0,-1.0],"target":["root","system_monitoring","lights","light-1","light-2","light-2-button","guidance_arrow"],"position_raw":[158.0,37.0],"relative_raw":[4.0,-1.0]}
2024-11-11-17-15-04-618187 RenderEvent {"id":7436071461360899863706,"timestamp":1731345304.6046796,"source":7436071453477982717689}
2024-11-11-17-15-04-646011 MouseMotionEvent {"id":7436071461476411288516,"timestamp":1731345304.63135,"source":7436071453477982717689,"position":[159.0,37.0],"relative":[1.0,0.0],"target":["root","system_monitoring","lights","light-1","light-2","light-2-button","guidance_arrow"],"position_raw":[159.0,37.0],"relative_raw":[1.0,0.0]}
2024-11-11-17-15-04-646011 RenderEvent {"id":7436071461473303026053,"timestamp":1731345304.63135,"source":7436071453477982717689}
2024-11-11-17-15-04-671822 MouseButtonEvent {"id":7436071461593358965467,"timestamp":1731345304.6588068,"source":7436071453477982717689,"button":0,"position":[159.0,37.0],"status":1,"target":["root","system_monitoring","lights","light-1","light-2","light-2-button","guidance_arrow"],"position_raw":[159.0,37.0]}
2024-11-11-17-15-04-671822 RenderEvent {"id":7436071461589270619301,"timestamp":1731345304.6588068,"source":7436071453477982717689}
2024-11-11-17-15-04-671822 SetLightAction {"id":7436071461591876146078,"timestamp":1731345304.6588068,"source":7436071454186198666310,"target":2,"state":0}
2024-11-11-17-15-04-698821 RenderEvent {"id":7436071461707298904459,"timestamp":1731345304.6850739,"source":7436071453477982717689}
2024-11-11-17-15-04-727284 MouseButtonEvent {"id":7436071461821975160015,"timestamp":1731345304.7122724,"source":7436071453477982717689,"button":0,"position":[159.0,37.0],"status":0,"target":["root","system_monitoring","lights","light-1","light-2","light-2-button","guidance_arrow"],"position_raw":[159.0,37.0]}
2024-11-11-17-15-04-727284 RenderEvent {"id":7436071461827529574049,"timestamp":1731345304.7135308,"source":7436071453477982717689}
2024-11-11-17-15-04-754243 RenderEvent {"id":7436071461938711395351,"timestamp":1731345304.7397928,"source":7436071453477982717689}
2024-11-11-17-15-04-779814 RenderEvent {"id":7436071462056298429032,"timestamp":1731345304.76648,"source":7436071453477982717689}
2024-11-11-17-15-04-803941 RenderEvent {"id":7436071462166747636066,"timestamp":1731345304.7922797,"source":7436071453477982717689}
2024-11-11-17-15-04-830981 RenderEvent {"id":7436071462272751410617,"timestamp":1731345304.8171964,"source":7436071453477982717689}
2024-11-11-17-15-04-854826 RenderEvent {"id":7436071462381184838245,"timestamp":1731345304.8421934,"source":7436071453477982717689}
2024-11-11-17-15-04-880409 RenderEvent {"id":7436071462492028592080,"timestamp":1731345304.868047,"source":7436071453477982717689}
2024-11-11-17-15-04-904692 RenderEvent {"id":7436071462600598224407,"timestamp":1731345304.8931046,"source":7436071453477982717689}
2024-11-11-17-15-04-931393 RenderEvent {"id":7436071462703629031150,"timestamp":1731345304.9173698,"source":7436071453477982717689}
2024-11-11-17-15-04-956760 RenderEvent {"id":7436071462817813020921,"timestamp":1731345304.9440255,"source":7436071453477982717689}
2024-11-11-17-15-04-981233 RenderEvent {"id":7436071462924303104089,"timestamp":1731345304.9681664,"source":7436071453477982717689}
2024-11-11-17-15-05-007151 RenderEvent {"id":7436071463034564032534,"timestamp":1731345304.9946651,"source":7436071453477982717689}
2024-11-11-17-15-05-032584 RenderEvent {"id":7436071463146300639271,"timestamp":1731345305.0200717,"source":7436071453477982717689}
2024-11-11-17-15-05-059993 MouseMotionEvent {"id":7436071463263492347677,"timestamp":1731345305.0472693,"source":7436071453477982717689,"position":[168.0,37.0],"relative":[9.0,0.0],"target":["root","system_monitoring","lights","light-1","light-2","light-2-button","guidance_arrow"],"position_raw":[168.0,37.0],"relative_raw":[9.0,0.0]}
2024-11-11-17-15-05-059993 RenderEvent {"id":7436071463262266826496,"timestamp":1731345305.0472693,"source":7436071453477982717689}
